country,time,new_cases,confirmed_cases,confirmed_cases_per_million,people_vaccinated,people_fully_vaccinated,confirmed_deaths
Cyprus,2021-12-09,635,"139,368","155,543.77",70.47%,65.88%,607
Cyprus,2021-12-10,662,"140,030","156,282.61",70.47%,65.88%,607
Cyprus,2021-12-11,428,"140,458","156,760.29",70.75%,66.23%,608
Cyprus,2021-12-12,393,"140,851","157,198.90",70.75%,66.23%,610
Cyprus,2021-12-13,715,"141,566","157,996.89",70.75%,66.23%,611
Cyprus,2021-12-14,662,"142,228","158,735.72",70.93%,66.52%,612
Cyprus,2021-12-15,650,"142,878","159,461.16",71.02%,66.63%,614
Cyprus,2021-12-16,632,"143,510","160,166.52",71.02%,66.63%,616
Cyprus,2021-12-17,695,"144,205","160,942.18",71.02%,66.63%,617
Cyprus,2021-12-18,508,"144,713","161,509.14",71.02%,66.63%,619
Cyprus,2021-12-19,448,"145,161","162,009.14",71.02%,66.63%,620
Cyprus,2021-12-20,835,"145,996","162,941.05",71.45%,67.05%,623
Czechia,2021-12-05,,2.24 million,"208,933.74",62.52%,59.90%,"33,665"
Czechia,2021-12-06,"6,346",2.25 million,"209,525.47",62.59%,60.01%,"33,768"
Czechia,2021-12-07,"15,599",2.26 million,"210,979.98",62.67%,60.12%,"33,902"
Czechia,2021-12-08,"19,546",2.28 million,"212,802.53",62.74%,60.18%,"34,034"
Czechia,2021-12-09,"16,229",2.30 million,"214,315.79",62.81%,60.30%,"34,129"
Czechia,2021-12-10,"14,295",2.31 million,"215,648.71",62.87%,60.46%,"34,242"
Czechia,2021-12-11,"12,445",2.33 million,"216,809.13",62.89%,60.51%,"34,377"
Czechia,2021-12-12,"9,108",2.33 million,"217,658.40",62.90%,60.56%,"34,451"
Czechia,2021-12-13,"4,113",2.34 million,"218,041.91",62.96%,60.68%,"34,551"
Czechia,2021-12-14,"11,936",2.35 million,"219,154.87",63.02%,60.81%,"34,697"
Czechia,2021-12-15,"16,738",2.37 million,"220,715.59",63.08%,60.93%,"34,813"
Czechia,2021-12-16,"11,652",2.38 million,"221,802.07",63.14%,61.07%,"34,923"
Czechia,2021-12-17,"9,525",2.39 million,"222,690.21",63.22%,61.23%,"35,046"
Czechia,2021-12-18,"8,993",2.40 million,"223,528.76",63.24%,61.28%,"35,149"
Czechia,2021-12-19,"6,002",2.40 million,"224,088.41",63.26%,61.31%,"35,223"
Czechia,2021-12-20,"3,741",2.41 million,"224,437.23",63.31%,61.44%,"35,288"
Democratic Republic of Congo,2021-12-05,,"58,319",631.31,0.16%,0.06%,"1,107"
Democratic Republic of Congo,2021-12-06,539,"58,858",637.14,0.16%,0.06%,"1,113"
Democratic Republic of Congo,2021-12-07,317,"59,175",640.58,0.18%,0.07%,"1,113"
Democratic Republic of Congo,2021-12-08,0,"59,175",640.58,0.18%,0.07%,"1,113"
Democratic Republic of Congo,2021-12-09,33,"59,208",640.93,0.18%,0.07%,"1,115"
Democratic Republic of Congo,2021-12-10,643,"59,851",647.89,0.20%,0.08%,"1,118"
Democratic Republic of Congo,2021-12-11,0,"59,851",647.89,0.20%,0.08%,"1,118"
Democratic Republic of Congo,2021-12-12,0,"59,851",647.89,0.20%,0.08%,"1,118"
Democratic Republic of Congo,2021-12-13,0,"59,851",647.89,0.20%,0.08%,"1,118"
Democratic Republic of Congo,2021-12-14,0,"59,851",647.89,0.21%,0.09%,"1,118"
Democratic Republic of Congo,2021-12-15,"2,081","61,932",670.42,0.21%,0.09%,"1,118"
Democratic Republic of Congo,2021-12-16,"1,456","63,388",686.18,0.22%,0.09%,"1,126"
Democratic Republic of Congo,2021-12-17,"1,060","64,448",697.65,0.22%,0.09%,"1,126"
Democratic Republic of Congo,2021-12-18,0,"64,448",697.65,0.22%,0.09%,"1,126"
Democratic Republic of Congo,2021-12-19,0,"64,448",697.65,0.22%,0.09%,"1,126"
Democratic Republic of Congo,2021-12-20,"2,850","67,298",728.51,0.22%,0.09%,"1,126"
Denmark,2021-12-05,,"509,111","87,576.91",79.10%,76.87%,"2,946"
Denmark,2021-12-06,"7,146","516,257","88,806.15",79.23%,76.94%,"2,956"
Denmark,2021-12-07,"6,324","522,581","89,894.01",79.41%,77.01%,"2,965"
Denmark,2021-12-08,"6,629","529,210","91,034.32",79.59%,77.10%,"2,972"
Denmark,2021-12-09,"6,985","536,195","92,235.88",79.78%,77.16%,"2,983"
Denmark,2021-12-10,"6,599","542,794","93,371.03",79.96%,77.22%,"2,996"
Denmark,2021-12-11,"5,606","548,400","94,335.37",80.12%,77.26%,"3,005"
Denmark,2021-12-12,"5,989","554,389","95,365.59",80.34%,77.29%,"3,014"
Denmark,2021-12-13,"7,799","562,188","96,707.17",80.49%,77.35%,"3,023"
Denmark,2021-12-14,"8,314","570,502","98,137.34",80.68%,77.42%,"3,030"
Denmark,2021-12-15,"8,773","579,275","99,646.47",80.93%,77.49%,"3,039"
Denmark,2021-12-16,"9,999","589,274","101,366.49",81.18%,77.55%,"3,051"
Denmark,2021-12-17,"11,194","600,468","103,292.07",81.41%,77.61%,"3,054"
Denmark,2021-12-18,"8,594","609,062","104,770.40",81.59%,77.65%,"3,067"
Denmark,2021-12-19,"8,212","617,274","106,183.03",81.76%,77.69%,"3,076"
Denmark,2021-12-20,"10,082","627,356","107,917.32",81.94%,77.79%,"3,084"
Djibouti,2021-12-05,,"13,508","13,478.39",7.82%,2.60%,187
Djibouti,2021-12-06,0,"13,508","13,478.39",7.82%,2.60%,188
Djibouti,2021-12-07,0,"13,508","13,478.39",7.82%,2.60%,188
Djibouti,2021-12-08,1,"13,509","13,479.39",7.82%,2.60%,188
Djibouti,2021-12-09,5,"13,514","13,484.38",8.27%,2.60%,188
Djibouti,2021-12-10,0,"13,514","13,484.38",8.27%,2.60%,188
Djibouti,2021-12-11,0,"13,514","13,484.38",8.27%,2.60%,189
Djibouti,2021-12-12,0,"13,514","13,484.38",8.27%,2.60%,189
Djibouti,2021-12-13,0,"13,514","13,484.38",8.27%,2.60%,189
Djibouti,2021-12-14,0,"13,514","13,484.38",8.27%,2.60%,189
Djibouti,2021-12-15,12,"13,526","13,496.35",10.87%,2.60%,189
Djibouti,2021-12-16,0,"13,526","13,496.35",10.87%,2.60%,189
Djibouti,2021-12-17,1,"13,527","13,497.35",10.87%,2.60%,189
Djibouti,2021-12-18,1,"13,528","13,498.34",10.87%,2.60%,189
Djibouti,2021-12-19,7,"13,535","13,505.33",10.87%,2.60%,189
Djibouti,2021-12-20,3,"13,538","13,508.32",10.87%,2.60%,189
Dominica,2021-12-05,,"6,120","84,797.43",39.85%,37.21%,39
Dominica,2021-12-06,-34,"6,086","84,326.33",39.85%,37.21%,42
Dominica,2021-12-07,0,"6,086","84,326.33",39.85%,37.21%,42
Dominica,2021-12-08,90,"6,176","85,573.35",40.04%,37.24%,42
Dominica,2021-12-09,32,"6,208","86,016.74",40.04%,37.24%,42
Dominica,2021-12-10,25,"6,233","86,363.13",40.27%,37.57%,42
Dominica,2021-12-11,0,"6,233","86,363.13",40.27%,37.57%,42
Dominica,2021-12-12,0,"6,233","86,363.13",40.27%,37.57%,42
Dominica,2021-12-13,0,"6,233","86,363.13",40.27%,37.57%,42
Dominica,2021-12-14,24,"6,257","86,695.67",40.27%,37.57%,42
Dominica,2021-12-15,29,"6,286","87,097.49",40.44%,37.86%,42
Dominica,2021-12-16,0,"6,286","87,097.49",40.44%,37.86%,42
Dominica,2021-12-17,0,"6,286","87,097.49",40.46%,37.93%,42
Dominica,2021-12-18,0,"6,286","87,097.49",40.46%,37.93%,42
Dominica,2021-12-19,0,"6,286","87,097.49",40.46%,37.93%,42
Dominica,2021-12-20,144,"6,430","89,092.72",40.46%,37.93%,44
Dominican Republic,2021-12-05,,"408,516","37,294.75",62.91%,51.31%,"4,212"
Dominican Republic,2021-12-06,232,"408,748","37,315.93",62.94%,51.37%,"4,212"
Dominican Republic,2021-12-07,254,"409,002","37,339.12",62.98%,51.43%,"4,212"
Dominican Republic,2021-12-08,230,"409,232","37,360.11",63.01%,51.49%,"4,212"
Dominican Republic,2021-12-09,258,"409,490","37,383.67",63.01%,51.49%,"4,214"
Dominican Republic,2021-12-10,372,"409,862","37,417.63",63.08%,51.59%,"4,218"
Dominican Republic,2021-12-11,225,"410,087","37,438.17",63.09%,51.60%,"4,218"
Dominican Republic,2021-12-12,178,"410,265","37,454.42",63.09%,51.60%,"4,218"
Dominican Republic,2021-12-13,147,"410,412","37,467.84",63.10%,51.65%,"4,219"
Dominican Republic,2021-12-14,308,"410,720","37,495.96",63.13%,51.70%,"4,220"
Dominican Republic,2021-12-15,206,"410,926","37,514.76",63.15%,51.74%,"4,220"
Dominican Republic,2021-12-16,88,"411,014","37,522.80",63.17%,51.78%,"4,220"
Dominican Republic,2021-12-17,252,"411,266","37,545.80",63.20%,51.83%,"4,222"
Dominican Republic,2021-12-18,183,"411,449","37,562.51",63.21%,51.84%,"4,223"
Dominican Republic,2021-12-19,272,"411,721","37,587.34",63.21%,51.84%,"4,223"
Dominican Republic,2021-12-20,162,"411,883","37,602.13",63.23%,51.87%,"4,223"
Ecuador,2021-12-05,,"526,870","29,453.04",77.50%,65.01%,"33,250"
Ecuador,2021-12-06,"2,479","529,349","29,591.62",77.60%,65.20%,"33,484"
Ecuador,2021-12-07,107,"529,456","29,597.61",77.70%,65.45%,"33,488"
Ecuador,2021-12-08,670,"530,126","29,635.06",77.79%,65.74%,"33,494"
Ecuador,2021-12-09,0,"530,126","29,635.06",77.91%,66.11%,"33,494"
Ecuador,2021-12-10,739,"530,865","29,676.37",78.04%,66.51%,"33,498"
Ecuador,2021-12-11,0,"530,865","29,676.37",78.11%,66.68%,"33,498"
Ecuador,2021-12-12,"2,325","533,190","29,806.34",78.15%,66.77%,"33,558"
Ecuador,2021-12-13,0,"533,190","29,806.34",78.25%,67.13%,"33,558"
Ecuador,2021-12-14,267,"533,457","29,821.27",78.36%,67.48%,"33,561"
Ecuador,2021-12-15,719,"534,176","29,861.46",78.53%,68.00%,"33,570"
Ecuador,2021-12-16,"1,238","535,414","29,930.67",78.64%,68.38%,"33,586"
Ecuador,2021-12-17,715,"536,129","29,970.64",78.73%,68.69%,"33,593"
Ecuador,2021-12-18,0,"536,129","29,970.64",78.76%,68.80%,"33,593"
Ecuador,2021-12-19,0,"536,129","29,970.64",78.79%,68.86%,"33,593"
Ecuador,2021-12-20,903,"537,032","30,021.12",78.86%,69.16%,"33,597"
Egypt,2021-12-05,,"363,162","3,483.29",26.18%,15.81%,"20,727"
Egypt,2021-12-06,871,"364,033","3,491.64",26.84%,16.14%,"20,770"
Egypt,2021-12-07,889,"364,922","3,500.17",26.84%,16.14%,"20,821"
Egypt,2021-12-08,909,"365,831","3,508.89",26.84%,16.14%,"20,877"
Egypt,2021-12-09,803,"366,634","3,516.59",26.84%,16.14%,"20,919"
Egypt,2021-12-10,822,"367,456","3,524.48",26.84%,16.14%,"20,966"
Egypt,2021-12-11,879,"368,335","3,532.91",28.32%,16.85%,"21,015"
Egypt,2021-12-12,863,"369,198","3,541.18",28.32%,16.85%,"21,060"
Egypt,2021-12-13,0,"369,198","3,541.18",28.32%,16.85%,"21,060"
Egypt,2021-12-14,"1,621","370,819","3,556.73",29.26%,17.46%,"21,155"
Egypt,2021-12-15,879,"371,698","3,565.16",29.26%,17.46%,"21,203"
Egypt,2021-12-16,901,"372,599","3,573.81",29.26%,17.46%,"21,234"
Egypt,2021-12-17,910,"373,509","3,582.53",29.26%,17.46%,"21,277"
Egypt,2021-12-18,902,"374,411","3,591.19",30.25%,18.31%,"21,315"
Egypt,2021-12-19,919,"375,330","3,600.00",30.25%,18.31%,"21,361"
Egypt,2021-12-20,903,"376,233","3,608.66",30.79%,18.78%,"21,410"
El Salvador,2021-12-05,,"119,803","18,378.92",68.10%,62.61%,"3,783"
El Salvador,2021-12-06,0,"119,803","18,378.92",68.14%,62.71%,"3,786"
El Salvador,2021-12-07,0,"119,803","18,378.92",68.19%,62.81%,"3,789"
El Salvador,2021-12-08,0,"119,803","18,378.92",68.24%,62.90%,"3,790"
El Salvador,2021-12-09,0,"119,803","18,378.92",68.24%,62.90%,"3,791"
El Salvador,2021-12-10,0,"119,803","18,378.92",68.24%,62.90%,"3,792"
El Salvador,2021-12-11,0,"119,803","18,378.92",68.24%,62.90%,"3,793"
El Salvador,2021-12-12,"1,324","121,127","18,582.04",68.33%,63.08%,"3,795"
El Salvador,2021-12-13,73,"121,200","18,593.24",68.38%,63.16%,"3,797"
El Salvador,2021-12-14,67,"121,267","18,603.51",68.38%,63.16%,"3,800"
El Salvador,2021-12-15,0,"121,267","18,603.51",68.38%,63.16%,"3,800"
El Salvador,2021-12-16,117,"121,384","18,621.46",68.50%,63.36%,"3,802"
El Salvador,2021-12-17,53,"121,437","18,629.59",68.50%,63.36%,"3,803"
El Salvador,2021-12-18,47,"121,484","18,636.80",68.50%,63.36%,"3,805"
El Salvador,2021-12-19,46,"121,530","18,643.86",68.50%,63.36%,"3,807"
El Salvador,2021-12-20,0,"121,530","18,643.86",68.56%,63.47%,"3,809"
Equatorial Guinea,2021-12-05,,"13,599","9,379.33",17.10%,13.70%,175
Equatorial Guinea,2021-12-06,0,"13,599","9,379.33",17.10%,13.70%,175
Equatorial Guinea,2021-12-07,0,"13,599","9,379.33",17.10%,13.70%,175
Equatorial Guinea,2021-12-08,0,"13,599","9,379.33",17.10%,13.70%,175
Equatorial Guinea,2021-12-09,0,"13,599","9,379.33",17.10%,13.70%,175
Equatorial Guinea,2021-12-10,13,"13,612","9,388.29",17.10%,13.70%,175
Equatorial Guinea,2021-12-11,0,"13,612","9,388.29",17.10%,13.70%,175
Equatorial Guinea,2021-12-12,0,"13,612","9,388.29",17.10%,13.70%,175
Equatorial Guinea,2021-12-13,0,"13,612","9,388.29",17.10%,13.70%,175
Equatorial Guinea,2021-12-14,0,"13,612","9,388.29",17.18%,13.76%,175
Equatorial Guinea,2021-12-15,5,"13,617","9,391.74",17.18%,13.76%,175
Equatorial Guinea,2021-12-16,0,"13,617","9,391.74",17.19%,14.03%,175
Equatorial Guinea,2021-12-17,1,"13,618","9,392.43",17.19%,14.03%,175
Equatorial Guinea,2021-12-18,0,"13,618","9,392.43",17.19%,14.03%,175
Equatorial Guinea,2021-12-19,0,"13,618","9,392.43",17.19%,14.03%,175
Equatorial Guinea,2021-12-20,0,"13,618","9,392.43",17.19%,14.03%,175
Eritrea,2021-12-05,,"7,458","2,070.83",,,61
Eritrea,2021-12-06,26,"7,484","2,078.05",,,61
Eritrea,2021-12-07,29,"7,513","2,086.10",,,62
Eritrea,2021-12-08,20,"7,533","2,091.65",,,62
Eritrea,2021-12-09,50,"7,583","2,105.53",,,62
Eritrea,2021-12-10,33,"7,616","2,114.70",,,63
Eritrea,2021-12-11,13,"7,629","2,118.31",,,63
Eritrea,2021-12-12,17,"7,646","2,123.03",,,63
Eritrea,2021-12-13,10,"7,656","2,125.80",,,63
Eritrea,2021-12-14,19,"7,675","2,131.08",,,64
Eritrea,2021-12-15,11,"7,686","2,134.13",,,65
Eritrea,2021-12-16,27,"7,713","2,141.63",,,65
Eritrea,2021-12-17,18,"7,731","2,146.63",,,67
Eritrea,2021-12-18,22,"7,753","2,152.74",,,68
Eritrea,2021-12-19,10,"7,763","2,155.51",,,70
Eritrea,2021-12-20,16,"7,779","2,159.96",,,70
Estonia,2021-12-05,,"224,993","169,781.95",62.68%,59.85%,"1,823"
Estonia,2021-12-06,301,"225,294","170,009.09",62.72%,59.94%,"1,825"
Estonia,2021-12-07,543,"225,837","170,418.84",62.76%,60.05%,"1,826"
Estonia,2021-12-08,467,"226,304","170,771.24",62.79%,60.16%,"1,836"
Estonia,2021-12-09,554,"226,858","171,189.30",62.84%,60.26%,"1,838"
Estonia,2021-12-10,588,"227,446","171,633.01",62.89%,60.40%,"1,845"
Estonia,2021-12-11,456,"227,902","171,977.11",62.91%,60.45%,"1,848"
Estonia,2021-12-12,377,"228,279","172,261.60",62.92%,60.47%,"1,852"
Estonia,2021-12-13,317,"228,596","172,500.81",62.96%,60.57%,"1,865"
Estonia,2021-12-14,618,"229,214","172,967.16",62.99%,60.67%,"1,868"
Estonia,2021-12-15,655,"229,869","173,461.43",63.03%,60.77%,"1,869"
Estonia,2021-12-16,645,"230,514","173,948.15",63.06%,60.87%,"1,869"
Estonia,2021-12-17,603,"231,117","174,403.18",63.11%,61.00%,"1,874"
Estonia,2021-12-18,577,"231,694","174,838.59",63.14%,61.04%,"1,882"
Estonia,2021-12-19,426,"232,120","175,160.05",63.16%,61.07%,"1,884"
Estonia,2021-12-20,386,"232,506","175,451.33",63.20%,61.14%,"1,888"
Eswatini,2021-12-05,,"47,504","40,519.67",24.79%,23.41%,"1,248"
Eswatini,2021-12-06,347,"47,851","40,815.65",24.79%,23.41%,"1,248"
Eswatini,2021-12-07,507,"48,358","41,248.11",24.79%,23.41%,"1,248"
Eswatini,2021-12-08,895,"49,253","42,011.52",25.82%,24.13%,"1,248"
Eswatini,2021-12-09,"1,084","50,337","42,936.14",25.82%,24.13%,"1,248"
Eswatini,2021-12-10,835,"51,172","43,648.37",25.82%,24.13%,"1,248"
Eswatini,2021-12-11,"1,002","52,174","44,503.05",25.82%,24.13%,"1,248"
Eswatini,2021-12-12,469,"52,643","44,903.10",25.82%,24.13%,"1,250"
Eswatini,2021-12-13,866,"53,509","45,641.77",25.82%,24.13%,"1,252"
Eswatini,2021-12-14,"1,222","54,731","46,684.11",27.33%,24.91%,"1,254"
Eswatini,2021-12-15,"1,469","56,200","47,937.13",27.33%,24.91%,"1,254"
Eswatini,2021-12-16,"1,642","57,842","49,337.71",27.85%,25.19%,"1,255"
Eswatini,2021-12-17,"1,034","58,876","50,219.68",27.85%,25.19%,"1,258"
Eswatini,2021-12-18,838,"59,714","50,934.47",27.85%,25.19%,"1,260"
Eswatini,2021-12-19,322,"60,036","51,209.13",27.85%,25.19%,"1,261"
Eswatini,2021-12-20,"1,110","61,146","52,155.93",27.85%,25.19%,"1,263"
Ethiopia,2021-12-05,,"372,215","3,157.68",7.30%,1.23%,"6,800"
Ethiopia,2021-12-06,119,"372,334","3,158.69",7.36%,1.23%,"6,804"
Ethiopia,2021-12-07,128,"372,462","3,159.77",7.44%,1.23%,"6,808"
Ethiopia,2021-12-08,126,"372,588","3,160.84",7.49%,1.23%,"6,816"
Ethiopia,2021-12-09,123,"372,711","3,161.88",7.53%,1.23%,"6,819"
Ethiopia,2021-12-10,157,"372,868","3,163.22",7.56%,1.23%,"6,822"
Ethiopia,2021-12-11,132,"373,000","3,164.34",7.60%,1.23%,"6,829"
Ethiopia,2021-12-12,115,"373,115","3,165.31",7.62%,1.23%,"6,829"
Ethiopia,2021-12-13,125,"373,240","3,166.37",7.64%,1.23%,"6,833"
Ethiopia,2021-12-14,324,"373,564","3,169.12",7.67%,1.23%,"6,842"
Ethiopia,2021-12-15,296,"373,860","3,171.63",7.68%,1.23%,"6,846"
Ethiopia,2021-12-16,542,"374,402","3,176.23",7.71%,1.23%,"6,855"
Ethiopia,2021-12-17,617,"375,019","3,181.46",7.76%,1.23%,"6,859"
Ethiopia,2021-12-18,791,"375,810","3,188.18",7.77%,1.23%,"6,861"
Ethiopia,2021-12-19,565,"376,375","3,192.97",7.78%,1.23%,"6,866"
Ethiopia,2021-12-20,681,"377,056","3,198.74",7.80%,1.23%,"6,872"
Europe,2021-12-05,,76.45 million,"102,074.34",63.02%,58.70%,1.44 million
Europe,2021-12-06,"302,357",76.75 million,"102,478.04",63.08%,58.77%,1.44 million
Europe,2021-12-07,"446,864",77.20 million,"103,074.69",63.19%,58.88%,1.45 million
Europe,2021-12-08,"370,397",77.57 million,"103,569.23",63.27%,59.00%,1.45 million
Europe,2021-12-09,"453,489",78.02 million,"104,174.72",63.34%,59.12%,1.45 million
Europe,2021-12-10,"394,770",78.42 million,"104,701.81",63.41%,59.22%,1.46 million
Europe,2021-12-11,"303,798",78.72 million,"105,107.44",63.52%,59.38%,1.46 million
Europe,2021-12-12,"250,098",78.97 million,"105,441.36",63.63%,59.50%,1.46 million
Europe,2021-12-13,"334,842",79.31 million,"105,888.44",63.69%,59.57%,1.47 million
Europe,2021-12-14,"393,644",79.70 million,"106,414.02",63.78%,59.69%,1.47 million
Europe,2021-12-15,"436,155",80.14 million,"106,996.37",63.85%,59.79%,1.48 million
Europe,2021-12-16,"423,244",80.56 million,"107,561.47",63.91%,59.87%,1.48 million
Europe,2021-12-17,"395,818",80.96 million,"108,089.96",64.00%,60.04%,1.48 million
Europe,2021-12-18,"369,304",81.32 million,"108,583.05",64.12%,60.16%,1.49 million
Europe,2021-12-19,"260,493",81.59 million,"108,930.85",64.28%,60.27%,1.49 million
Europe,2021-12-20,"373,580",81.96 million,"109,429.65",64.35%,60.35%,1.49 million
European Union,2021-12-05,,47.95 million,"107,234.87",70.72%,67.50%,"853,739"
European Union,2021-12-06,"181,435",48.14 million,"107,640.59",70.79%,67.56%,"855,597"
European Union,2021-12-07,"338,247",48.47 million,"108,396.97",70.84%,67.63%,"858,385"
European Union,2021-12-08,"255,689",48.73 million,"108,968.74",70.90%,67.70%,"860,516"
European Union,2021-12-09,"338,247",49.07 million,"109,725.12",70.95%,67.78%,"863,149"
European Union,2021-12-10,"272,839",49.34 million,"110,335.24",71.01%,67.87%,"865,533"
European Union,2021-12-11,"203,048",49.54 million,"110,789.29",71.06%,67.94%,"866,883"
European Union,2021-12-12,"159,610",49.70 million,"111,146.21",71.11%,67.99%,"867,779"
European Union,2021-12-13,"219,432",49.92 million,"111,636.90",71.16%,68.05%,"869,839"
European Union,2021-12-14,"273,396",50.20 million,"112,248.27",71.21%,68.14%,"872,418"
European Union,2021-12-15,"299,447",50.50 million,"112,917.89",71.27%,68.23%,"874,915"
European Union,2021-12-16,"276,039",50.77 million,"113,535.16",71.34%,68.32%,"877,181"
European Union,2021-12-17,"246,381",51.02 million,"114,086.12",71.40%,68.41%,"879,119"
European Union,2021-12-18,"237,655",51.26 million,"114,617.56",71.47%,68.48%,"880,994"
European Union,2021-12-19,"140,806",51.40 million,"114,932.42",71.60%,68.53%,"881,885"
European Union,2021-12-20,"223,374",51.62 million,"115,431.93",71.69%,68.61%,"883,918"
Faeroe Islands,2021-12-05,,"3,916","79,832.02",81.96%,77.76%,13
Faeroe Islands,2021-12-06,41,"3,957","80,667.85",81.96%,77.76%,13
Faeroe Islands,2021-12-07,96,"4,053","82,624.92",81.96%,77.76%,13
Faeroe Islands,2021-12-08,81,"4,134","84,276.19",81.96%,77.76%,13
Faeroe Islands,2021-12-09,78,"4,212","85,866.31",81.96%,77.76%,13
Faeroe Islands,2021-12-10,63,"4,275","87,150.63",81.96%,77.76%,13
Faeroe Islands,2021-12-11,0,"4,275","87,150.63",81.96%,77.76%,13
Faeroe Islands,2021-12-12,97,"4,372","89,128.09",81.96%,77.76%,13
Faeroe Islands,2021-12-13,41,"4,413","89,963.92",81.96%,77.76%,13
Faeroe Islands,2021-12-14,64,"4,477","91,268.63",81.96%,77.76%,13
Faeroe Islands,2021-12-15,0,"4,477","91,268.63",81.96%,77.76%,13
Faeroe Islands,2021-12-16,0,"4,477","91,268.63",81.96%,77.76%,13
Faeroe Islands,2021-12-17,162,"4,639","94,571.18",81.96%,77.76%,13
Faeroe Islands,2021-12-18,0,"4,639","94,571.18",81.96%,77.76%,13
Faeroe Islands,2021-12-19,96,"4,735","96,528.24",81.96%,77.76%,13
Faeroe Islands,2021-12-20,0,"4,735","96,528.24",81.96%,77.76%,13
Falkland Islands,2021-12-05,,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-06,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-07,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-08,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-09,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-10,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-11,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-12,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-13,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-14,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-15,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-16,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-17,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-18,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-19,0,83,"23,526.08",74.60%,50.31%,
Falkland Islands,2021-12-20,0,83,"23,526.08",74.60%,50.31%,
Fiji,2021-12-05,,"52,543","58,193.66",72.14%,64.88%,697
Fiji,2021-12-06,19,"52,562","58,214.71",72.64%,65.28%,697
Fiji,2021-12-07,0,"52,562","58,214.71",72.64%,65.28%,697
Fiji,2021-12-08,5,"52,567","58,220.24",72.64%,65.28%,697
Fiji,2021-12-09,0,"52,567","58,220.24",72.64%,65.28%,697
Fiji,2021-12-10,10,"52,577","58,231.32",72.64%,65.28%,697
Fiji,2021-12-11,0,"52,577","58,231.32",72.64%,65.28%,697
Fiji,2021-12-12,0,"52,577","58,231.32",72.64%,65.28%,697
Fiji,2021-12-13,16,"52,593","58,249.04",73.01%,66.24%,697
Fiji,2021-12-14,0,"52,593","58,249.04",73.01%,66.24%,697
Fiji,2021-12-15,11,"52,604","58,261.22",73.01%,66.24%,697
Fiji,2021-12-16,0,"52,604","58,261.22",73.01%,66.24%,697
Fiji,2021-12-17,19,"52,623","58,282.27",73.01%,66.24%,697
Fiji,2021-12-18,0,"52,623","58,282.27",73.01%,66.24%,697
Fiji,2021-12-19,0,"52,623","58,282.27",73.01%,66.24%,697
Fiji,2021-12-20,28,"52,651","58,313.28",73.26%,67.07%,697
Finland,2021-12-05,,"191,226","34,465.31",77.64%,73.20%,"1,360"
Finland,2021-12-06,"3,412","194,638","35,080.27",77.64%,73.20%,"1,383"
Finland,2021-12-07,"1,542","196,180","35,358.19",77.64%,73.20%,"1,384"
Finland,2021-12-08,"1,296","197,476","35,591.77",77.64%,73.20%,"1,395"
Finland,2021-12-09,"1,781","199,257","35,912.77",77.64%,73.20%,"1,406"
Finland,2021-12-10,"1,794","201,051","36,236.11",77.64%,73.20%,"1,421"
Finland,2021-12-11,0,"201,051","36,236.11",77.64%,73.20%,"1,421"
Finland,2021-12-12,0,"201,051","36,236.11",77.91%,73.63%,"1,421"
Finland,2021-12-13,"4,306","205,357","37,012.19",77.91%,73.63%,"1,442"
Finland,2021-12-14,"1,676","207,033","37,314.26",77.91%,73.63%,"1,444"
Finland,2021-12-15,"2,225","209,258","37,715.28",77.91%,73.63%,"1,446"
Finland,2021-12-16,"1,981","211,239","38,072.32",77.91%,73.63%,"1,450"
Finland,2021-12-17,"2,079","213,318","38,447.03",77.91%,73.63%,"1,454"
Finland,2021-12-18,0,"213,318","38,447.03",77.91%,73.63%,"1,454"
Finland,2021-12-19,0,"213,318","38,447.03",78.18%,74.09%,"1,454"
Finland,2021-12-20,"5,932","219,250","39,516.17",78.18%,74.09%,"1,493"
France,2021-12-05,,7.96 million,"118,088.81",77.63%,70.40%,"119,594"
France,2021-12-06,"11,578",7.97 million,"118,260.54",77.66%,70.51%,"119,789"
France,2021-12-07,"59,019",8.03 million,"119,135.90",77.69%,70.65%,"119,961"
France,2021-12-08,"61,340",8.09 million,"120,045.70",77.73%,70.79%,"120,094"
France,2021-12-09,"56,854",8.15 million,"120,888.95",77.76%,70.94%,"120,230"
France,2021-12-10,"55,140",8.21 million,"121,706.79",77.80%,71.11%,"120,378"
France,2021-12-11,"53,919",8.26 million,"122,506.51",77.83%,71.22%,"120,445"
